Time(sec)	Force(kgf)	LGauge(mm)	Strain	Stress(MPa)	Stroke(mm)	TC3(C)	PTemp
411.44257	-50.061	0.30176	0.019923	-6.3605	0.16112	1200.1	1200
411.54257	-50.269	0.30197	0.019938	-6.395	0.15875	1200.2	1200
411.64257	-49.955	0.30185	0.019929	-6.358	0.15825	1200.4	1200
411.74257	-49.912	0.30119	0.019886	-6.3395	0.1571	1200.2	1200
411.84257	-49.778	0.30126	0.019891	-6.3352	0.15747	1199.8	1200
411.94257	-50.572	0.30166	0.019915	-6.4342	0.15874	1200	1200
412.04257	-50.653	0.30169	0.019918	-6.4489	0.15988	1199.9	1200
412.14257	-50.72	0.30145	0.019905	-6.4468	0.15923	1199.9	1200
412.24257	-50.955	0.30134	0.019895	-6.4854	0.16193	1200.1	1200
412.34257	-50.46	0.30186	0.019928	-6.4293	0.15918	1200.3	1200
412.44257	-50.526	0.30108	0.019878	-6.4389	0.15987	1200.2	1200
412.54257	-50.453	0.30119	0.019884	-6.4294	0.1576	1200	1200
412.64257	-50.823	0.30188	0.019928	-6.4548	0.15896	1200.1	1200
412.74257	-50.758	0.30152	0.019904	-6.4625	0.15914	1200	1200
412.84257	-51.11	0.3015	0.019903	-6.5185	0.15798	1200.1	1200
412.94257	-51.957	0.30108	0.019874	-6.6209	0.15853	1200.3	1200
413.04257	-52.292	0.30079	0.019857	-6.6528	0.16058	1200	1200
413.14257	-52.545	0.30061	0.019842	-6.6799	0.15912	1199.9	1200
413.24257	-52.558	0.30068	0.019845	-6.6919	0.15709	1200	1200
413.34257	-52.466	0.30056	0.019836	-6.6832	0.15698	1200.2	1200
413.44257	-52.228	0.30094	0.019862	-6.651	0.15602	1200.1	1200
413.54257	-52.36	0.30071	0.019846	-6.6611	0.156	1200	1200
413.64257	-52.289	0.30051	0.019839	-6.6626	0.15799	1200.2	1200
413.74257	-52.063	0.30029	0.019822	-6.6302	0.15815	1200	1200
413.84257	-51.941	0.30061	0.019846	-6.617	0.15538	1199.9	1200
413.94257	-52.26	0.30079	0.01986	-6.6671	0.15705	1200	1200
414.04257	-52.179	0.30054	0.019836	-6.6429	0.15827	1200.2	1200
414.14257	-51.856	0.301	0.019869	-6.6054	0.1576	1200.2	1200
414.24257	-51.525	0.30093	0.019868	-6.5627	0.15742	1200.1	1200
414.34257	-51.647	0.30077	0.019854	-6.5772	0.15893	1200.1	1200
414.44257	-51.321	0.30069	0.01985	-6.5425	0.15922	1200.1	1200
414.54257	-51.251	0.30046	0.019831	-6.5232	0.16037	1200.2	1200
414.64257	-50.843	0.30084	0.019858	-6.4791	0.15937	1200.1	1200
414.74257	-50.878	0.30094	0.019864	-6.4711	0.1581	1200	1200
414.84257	-50.943	0.30076	0.019855	-6.4912	0.15853	1200	1200
414.94257	-50.97	0.30069	0.019849	-6.494	0.15824	1199.8	1200
415.04257	-51.43	0.30061	0.019843	-6.5527	0.1594	1200	1200
415.14257	-50.987	0.30059	0.019843	-6.4931	0.16013	1200	1200
415.24257	-51.183	0.3006	0.019841	-6.5237	0.15871	1200	1200
415.34257	-50.51	0.3007	0.019853	-6.4397	0.15826	1200.2	1200
415.44257	-50.599	0.3006	0.019848	-6.4355	0.15849	1200	1200
415.54257	-50.702	0.30064	0.019848	-6.4735	0.16002	1199.9	1200
415.64257	-50.64	0.3008	0.01986	-6.4465	0.16152	1199.9	1200
415.74257	-50.981	0.30046	0.019835	-6.4886	0.15847	1200	1200
415.84257	-50.986	0.30067	0.019852	-6.4825	0.15889	1200	1200
415.94257	-50.696	0.30063	0.019845	-6.4554	0.15885	1200	1200
416.04257	-50.626	0.30061	0.019851	-6.4459	0.16106	1200.1	1200
416.14257	-50.707	0.3006	0.019845	-6.4561	0.1582	1200.2	1200
416.24257	-50.415	0.30051	0.019843	-6.4199	0.1591	1200.3	1200
416.34257	-49.909	0.30084	0.019864	-6.3498	0.15835	1200.2	1200
416.44257	-50.227	0.30066	0.019849	-6.4067	0.15895	1199.9	1200
416.54257	-50.74	0.30088	0.019862	-6.469	0.1588	1200	1200
416.64257	-50.511	0.30076	0.019855	-6.4473	0.15832	1200.1	1200
416.74257	-50.178	0.30083	0.019861	-6.4106	0.15874	1200.1	1200
416.84257	-50.734	0.30086	0.019864	-6.4694	0.15986	1200.1	1200
416.94257	-50.877	0.3006	0.019845	-6.4945	0.15912	1200.1	1200
417.04257	-50.45	0.3006	0.019848	-6.4454	0.1577	1200.2	1200
417.14257	-50.313	0.30109	0.019881	-6.4207	0.15915	1200.3	1200
417.24257	-49.759	0.30065	0.019845	-6.3473	0.15977	1200.2	1200
417.34257	-50.511	0.30032	0.019826	-6.4507	0.15902	1200.1	1200
417.44257	-50.881	0.30023	0.019824	-6.4819	0.15811	1199.8	1200
417.54257	-51.797	0.30038	0.019833	-6.6017	0.15733	1199.8	1200
417.64257	-51.6	0.30012	0.019814	-6.5909	0.15817	1200.2	1200
417.74257	-51.251	0.30023	0.019824	-6.5166	0.16024	1200	1200
417.84257	-51.41	0.30025	0.019822	-6.5571	0.15845	1200.1	1200
417.94257	-51.149	0.30033	0.019826	-6.5249	0.15817	1200	1200
418.04257	-51.521	0.29972	0.019784	-6.5579	0.15877	1200	1200
