Time(sec)	Force(kgf)	LGauge(mm)	Strain	Stress(MPa)	Stroke(mm)	TC3(C)	PTemp
94.56866	-186.65	0.22932	0.015176	-23.667	0.14874	482.69	482.43
94.66866	-186.48	0.22948	0.015185	-23.639	0.15137	483.03	482.91
94.76866	-186.26	0.22988	0.015208	-23.614	0.14926	483.71	483.39
94.86866	-186.5	0.23021	0.015233	-23.631	0.14678	484.3	483.87
94.96866	-186.59	0.23032	0.015244	-23.651	0.14897	484.75	484.34
95.06866	-186.44	0.23043	0.015248	-23.631	0.14893	485.41	484.82
95.16866	-186.55	0.23031	0.01524	-23.655	0.14997	485.77	485.3
95.26866	-186.68	0.23064	0.015265	-23.661	0.14951	486.14	485.78
95.36866	-186.36	0.23092	0.015281	-23.608	0.14981	486.67	486.26
95.46866	-186.66	0.23129	0.015309	-23.667	0.1514	487.16	486.74
95.56866	-186.66	0.23143	0.015314	-23.674	0.1489	487.74	487.22
95.66866	-186.4	0.23135	0.015308	-23.635	0.15055	488.3	487.69
95.76866	-186.48	0.23163	0.015323	-23.652	0.1507	488.76	488.17
95.86866	-186.78	0.23198	0.015351	-23.689	0.14962	489.1	488.65
95.96866	-186.86	0.23192	0.015344	-23.696	0.1498	489.63	489.13
96.06866	-186.69	0.23215	0.015361	-23.662	0.14914	490.07	489.61
96.16866	-186.73	0.23225	0.01537	-23.68	0.15187	490.59	490.09
96.26866	-186.56	0.23235	0.015375	-23.658	0.15021	491.17	490.57
96.36866	-186.6	0.2328	0.015402	-23.664	0.1518	491.7	491.04
96.46866	-186.51	0.233	0.015419	-23.645	0.15088	492.01	491.52
96.56866	-186.64	0.23292	0.015412	-23.671	0.15117	492.43	492
96.66866	-186.77	0.23307	0.015427	-23.672	0.14901	492.88	492.48
96.76866	-186.82	0.23336	0.015443	-23.693	0.14766	493.34	492.96
96.86866	-186.24	0.23379	0.015471	-23.636	0.14916	493.81	493.44
96.96866	-186.8	0.23399	0.015485	-23.695	0.14762	494.33	493.92
97.06866	-186.79	0.23407	0.015487	-23.699	0.14979	494.72	494.39
97.16866	-186.73	0.23416	0.015494	-23.685	0.14849	495.19	494.87
97.26866	-186.73	0.23436	0.015508	-23.693	0.1488	495.63	495.35
97.36866	-186.94	0.23459	0.015521	-23.726	0.14859	496.12	495.83
97.4318	-187.07	0.23473	0.015531	-23.708	0.14852	496.38	496.13
97.5318	-187.12	0.23483	0.015537	-23.717	0.14777	496.9	496.61
97.6318	-187.02	0.23503	0.01555	-23.711	0.14903	497.28	497.09
97.7318	-187.14	0.23537	0.015571	-23.725	0.14917	497.8	497.57
97.8318	-186.84	0.23533	0.015569	-23.706	0.14616	498.37	498.05
97.9318	-187	0.23541	0.015576	-23.707	0.1485	498.82	498.53
98.0318	-186.89	0.23571	0.015594	-23.699	0.15005	499.19	499
98.1318	-186.6	0.23589	0.015604	-23.666	0.14879	499.63	499.48
98.2318	-187.34	0.23642	0.015641	-23.755	0.14777	499.93	499.96
98.3318	-187.26	0.23663	0.015655	-23.742	0.14949	500.35	500.44
98.4318	-187.15	0.2368	0.015664	-23.735	0.14866	500.82	500.92
98.5318	-186.94	0.23693	0.015671	-23.711	0.1484	501.33	501.4
98.6318	-187.05	0.23706	0.015683	-23.736	0.15042	501.79	501.88
98.7318	-186.88	0.2374	0.015703	-23.711	0.15076	502.22	502.35
98.8318	-186.89	0.23728	0.015696	-23.711	0.14945	502.7	502.83
98.9318	-187.26	0.23749	0.015714	-23.764	0.15103	503.1	503.31
99.0318	-187.06	0.23756	0.015718	-23.734	0.14906	503.57	503.79
99.1318	-186.85	0.23777	0.015731	-23.704	0.1495	503.92	504.27
99.2318	-186.97	0.23812	0.015754	-23.718	0.14904	504.49	504.75
99.3318	-186.92	0.23855	0.015776	-23.726	0.15156	504.89	505.23
99.4318	-186.86	0.23898	0.015812	-23.707	0.15288	505.33	505.7
99.5318	-186.59	0.23935	0.015832	-23.661	0.15039	505.78	506.18
99.6318	-186.89	0.23969	0.015852	-23.705	0.14886	506.23	506.66
99.7318	-186.82	0.24002	0.015879	-23.707	0.15103	506.72	507.14
99.8318	-186.77	0.24028	0.015893	-23.7	0.15078	507.23	507.62
99.9318	-186.93	0.24045	0.015907	-23.721	0.1513	507.61	508.1
100.0318	-187.19	0.24041	0.015903	-23.752	0.15087	508.09	508.58
100.1318	-186.88	0.24078	0.015925	-23.706	0.14928	508.58	509.05
100.2318	-187.02	0.24073	0.015925	-23.718	0.15191	509.14	509.53
100.3318	-187.25	0.24081	0.015933	-23.766	0.15062	509.58	510.01
100.4318	-186.97	0.24112	0.015948	-23.718	0.15182	509.86	510.49
100.5318	-186.73	0.24214	0.016016	-23.681	0.15118	510.41	510.97
100.6318	-187.1	0.24272	0.016052	-23.732	0.15006	510.94	511.45
100.7318	-187.34	0.24283	0.016056	-23.768	0.15315	511.39	511.93
100.8318	-186.97	0.24303	0.016071	-23.735	0.15095	511.89	512.4
100.9318	-187.09	0.24308	0.016078	-23.742	0.14925	512.32	512.88
101.0318	-187.34	0.24315	0.016083	-23.764	0.14998	512.84	513.36
101.1318	-186.98	0.24295	0.016066	-23.729	0.15012	513.3	513.84
101.2318	-187.04	0.24347	0.016101	-23.736	0.14928	513.76	514.32
101.3318	-186.86	0.24405	0.016138	-23.719	0.14989	514.31	514.8
101.4318	-187.27	0.24441	0.01616	-23.757	0.15197	514.8	515.28
101.5318	-187.19	0.24486	0.016191	-23.753	0.14952	515.35	515.75
101.6318	-187.23	0.24423	0.01615	-23.756	0.15079	515.83	516.23
101.7318	-187.14	0.24467	0.016178	-23.747	0.15211	516.35	516.71
101.8318	-187.03	0.24478	0.016188	-23.739	0.14965	516.92	517.19
101.9318	-187.18	0.24491	0.016192	-23.751	0.14908	517.4	517.67
102.0318	-187.08	0.24579	0.016251	-23.752	0.14984	517.78	518.15
102.1318	-187.28	0.24558	0.016241	-23.765	0.15052	518.33	518.63
102.2318	-187.17	0.24581	0.016252	-23.759	0.15008	518.78	519.1
102.3318	-186.99	0.24591	0.016264	-23.746	0.151	519.28	519.58
102.4318	-186.9	0.24608	0.016271	-23.727	0.14981	519.94	520.06
102.5318	-186.9	0.24654	0.016304	-23.734	0.15045	520.44	520.54
102.6318	-187.09	0.24698	0.016336	-23.742	0.14928	520.95	521.02
102.7318	-187.11	0.24719	0.016354	-23.749	0.15049	521.42	521.5
102.83179	-187.35	0.24701	0.016337	-23.784	0.15048	521.91	521.98
102.93179	-187.02	0.24705	0.016339	-23.738	0.14998	522.42	522.45
103.03179	-187.03	0.24717	0.016346	-23.747	0.15011	522.91	522.93
103.13179	-187.18	0.24777	0.016388	-23.771	0.15162	523.39	523.41
103.23179	-187.38	0.24799	0.016399	-23.777	0.15096	523.79	523.89
103.33179	-187.02	0.24812	0.016406	-23.75	0.15048	524.33	524.37
103.43179	-187.17	0.24795	0.016397	-23.749	0.15157	524.74	524.85
103.53179	-187.25	0.24853	0.01644	-23.767	0.14926	525.29	525.33
103.63179	-187.02	0.24882	0.016456	-23.74	0.15181	525.92	525.8
103.73179	-187.03	0.24894	0.016464	-23.742	0.14989	526.42	526.28
103.83179	-187.2	0.24883	0.016455	-23.766	0.14938	526.9	526.76
103.93179	-187.23	0.24881	0.016458	-23.769	0.14843	527.34	527.24
104.03179	-187.15	0.24905	0.01647	-23.754	0.15025	527.78	527.72
104.13179	-187.29	0.24957	0.016508	-23.756	0.15156	528.3	528.2
104.23179	-187.68	0.24956	0.016505	-23.821	0.1504	528.73	528.68
104.33179	-187.6	0.24938	0.016492	-23.8	0.15048	529.22	529.15
104.43179	-187.65	0.24982	0.016519	-23.797	0.15273	529.73	529.63
104.53179	-187.85	0.25003	0.016534	-23.845	0.15121	530.2	530.11
104.63179	-187.93	0.25041	0.016561	-23.845	0.1508	530.75	530.59
104.73179	-187.99	0.25047	0.016564	-23.849	0.15035	531.18	531.07
104.83179	-187.85	0.25031	0.016554	-23.846	0.14994	531.89	531.55
104.93179	-187.79	0.25016	0.016548	-23.842	0.15353	532.17	532.03
105.03179	-187.84	0.25074	0.016583	-23.85	0.1516	532.62	532.5
105.13179	-187.64	0.25096	0.016594	-23.826	0.14925	533.1	532.98
105.23179	-187.44	0.25083	0.016589	-23.813	0.1512	533.67	533.46
105.33179	-187.55	0.25078	0.016584	-23.828	0.15	534.11	533.94
105.43179	-187.48	0.25134	0.016621	-23.803	0.14977	534.58	534.42
105.53179	-187.06	0.25144	0.016627	-23.759	0.15092	534.94	534.9
105.63179	-187.56	0.25127	0.016616	-23.815	0.15079	535.44	535.38
105.73179	-187.56	0.25161	0.016637	-23.814	0.15226	535.9	535.85
105.83179	-187.64	0.25189	0.016653	-23.827	0.15162	536.22	536.33
105.93179	-187.83	0.25199	0.016657	-23.856	0.15057	536.56	536.81
106.03179	-187.65	0.25206	0.016667	-23.833	0.1506	537.35	537.29
106.13179	-187.5	0.25259	0.016701	-23.797	0.15147	537.93	537.77
106.23179	-187.69	0.25248	0.016694	-23.834	0.15264	538.21	538.25
106.33179	-187.74	0.25278	0.016713	-23.831	0.15011	538.62	538.73
106.43179	-187.72	0.25331	0.016748	-23.837	0.14992	539.11	539.2
106.53179	-187.53	0.25295	0.016717	-23.811	0.15125	539.5	539.68
106.63179	-187.96	0.25343	0.01675	-23.868	0.15028	540.01	540.16
106.73179	-187.91	0.25397	0.016786	-23.868	0.1501	540.56	540.64
106.83179	-187.71	0.25388	0.016779	-23.841	0.15224	541.07	541.12
106.93179	-187.68	0.2539	0.016785	-23.837	0.15061	541.5	541.6
107.03179	-187.87	0.25478	0.016845	-23.858	0.15256	541.85	542.08
107.13179	-187.81	0.25445	0.016823	-23.848	0.1505	542.3	542.55
107.23179	-187.83	0.25512	0.016865	-23.845	0.15034	542.66	543.03
107.33179	-187.73	0.25562	0.016897	-23.848	0.15184	543.11	543.51
107.43179	-187.71	0.25536	0.016882	-23.836	0.15148	543.55	543.99
107.53179	-187.6	0.25565	0.016902	-23.812	0.15084	544.11	544.47
107.63179	-187.58	0.2563	0.016941	-23.827	0.1503	544.56	544.95
107.73179	-188.04	0.25595	0.016919	-23.893	0.14987	544.96	545.43
107.83179	-187.9	0.25653	0.016956	-23.864	0.15078	545.41	545.9
107.93179	-187.72	0.25668	0.016971	-23.844	0.1504	545.95	546.38
108.03179	-187.78	0.25694	0.016989	-23.852	0.14981	546.5	546.86
108.13179	-187.81	0.25698	0.016993	-23.859	0.14909	546.97	547.34
108.23179	-187.58	0.25738	0.017016	-23.823	0.15011	547.29	547.82
108.33179	-187.79	0.25739	0.017015	-23.85	0.15084	547.74	548.3
108.43179	-187.8	0.25782	0.017044	-23.848	0.15001	548.23	548.78
108.53179	-187.66	0.25807	0.017063	-23.822	0.14935	548.75	549.25
108.63179	-187.94	0.25779	0.017046	-23.853	0.15126	549.19	549.73
108.73179	-188.16	0.2582	0.017073	-23.882	0.14953	549.69	550.21
108.83179	-188.17	0.25846	0.017087	-23.888	0.15138	550	550.69
108.93179	-188.11	0.25854	0.017096	-23.889	0.15023	550.41	551.17
109.03179	-188.01	0.25903	0.017125	-23.887	0.15109	551.04	551.65
109.13179	-188.08	0.25935	0.017148	-23.908	0.1516	551.56	552.13
109.23179	-188.05	0.25914	0.017131	-23.891	0.15049	552.03	552.6
109.33179	-187.87	0.25935	0.017145	-23.878	0.14936	552.47	553.08
109.43179	-188.04	0.26005	0.017193	-23.902	0.15129	552.99	553.56
109.53179	-188	0.25973	0.017171	-23.882	0.14926	553.41	554.04
109.63179	-187.9	0.25989	0.017178	-23.878	0.14823	554.04	554.52
109.73179	-187.63	0.26059	0.017228	-23.842	0.14874	554.55	555
109.83179	-188.09	0.26053	0.017221	-23.891	0.1491	554.82	555.48
109.93179	-187.92	0.26076	0.017237	-23.866	0.15056	555.33	555.95
110.03179	-187.82	0.26139	0.017275	-23.87	0.15106	555.92	556.43
110.13179	-187.94	0.26111	0.01726	-23.872	0.15033	556.45	556.91
110.23179	-188.09	0.2613	0.017268	-23.885	0.15062	556.87	557.39
110.33179	-187.89	0.26202	0.017313	-23.856	0.15221	557.32	557.87
110.43179	-188.1	0.26171	0.017292	-23.889	0.14822	557.89	558.35
110.53179	-187.95	0.26209	0.01732	-23.881	0.14758	558.43	558.83
110.63179	-187.98	0.26276	0.017363	-23.886	0.15012	558.85	559.3
110.73179	-187.95	0.26261	0.017357	-23.888	0.14845	559.37	559.78
110.83179	-187.89	0.26267	0.017359	-23.89	0.1512	559.89	560.26
110.93179	-188.03	0.2635	0.017411	-23.889	0.14807	560.41	560.74
111.03179	-187.95	0.26314	0.017388	-23.882	0.14935	560.85	561.22
111.13179	-188.12	0.26363	0.017424	-23.903	0.14813	561.41	561.7
111.23179	-188.2	0.26397	0.017445	-23.916	0.14808	561.96	562.18
111.33179	-188.14	0.26357	0.017417	-23.899	0.14721	562.43	562.65
111.43179	-188.04	0.26441	0.017471	-23.894	0.15075	562.88	563.13
111.53179	-188.06	0.26422	0.017456	-23.893	0.14929	563.44	563.61
111.63179	-188.29	0.26455	0.017479	-23.918	0.14895	563.97	564.09
111.73179	-187.93	0.26486	0.017502	-23.887	0.14846	564.39	564.57
111.83179	-188.02	0.26469	0.017492	-23.881	0.14973	564.89	565.05
111.93179	-187.97	0.26516	0.01752	-23.884	0.14904	565.56	565.53
112.03179	-187.97	0.26519	0.017523	-23.883	0.15026	565.98	566
112.13179	-187.99	0.26532	0.017532	-23.899	0.15092	566.5	566.48
112.23179	-188.02	0.26565	0.017557	-23.906	0.15092	566.98	566.96
112.33179	-188.34	0.26551	0.017549	-23.937	0.15167	567.53	567.44
112.43179	-187.96	0.26567	0.01756	-23.886	0.15048	567.97	567.92
112.53179	-188.15	0.26599	0.017578	-23.914	0.15215	568.5	568.4
112.63179	-188.21	0.26573	0.017565	-23.902	0.15127	569.17	568.88
112.73179	-188.25	0.26603	0.017582	-23.903	0.15109	569.63	569.35
112.83179	-188.56	0.26597	0.017581	-23.956	0.15202	570.01	569.83
112.93179	-188.64	0.26614	0.017587	-23.965	0.15173	570.45	570.31
113.03179	-188.66	0.26658	0.017615	-23.982	0.15095	570.9	570.79
113.13179	-188.26	0.26625	0.017594	-23.941	0.15121	571.42	571.27
113.23179	-188.47	0.26645	0.017608	-23.95	0.15265	571.89	571.75
113.33178	-188.53	0.26689	0.017638	-23.968	0.15381	572.43	572.23
113.43178	-188.66	0.26647	0.017613	-23.97	0.15059	572.74	572.7
113.53178	-188.43	0.26713	0.017652	-23.946	0.15229	573.28	573.18
113.63178	-188.48	0.26692	0.017639	-23.964	0.15381	573.86	573.66
113.73178	-188.69	0.2668	0.017631	-23.975	0.15299	574.32	574.14
113.83178	-188.47	0.26723	0.017661	-23.949	0.15322	574.82	574.62
113.93178	-188.67	0.26713	0.017654	-23.97	0.1525	575.24	575.1
114.03178	-188.59	0.26777	0.017692	-23.964	0.15496	575.73	575.58
114.13178	-188.97	0.26748	0.017674	-24.019	0.15402	576.26	576.05
114.23178	-188.44	0.26805	0.017704	-23.965	0.15278	576.8	576.53
114.33178	-188.36	0.26815	0.017718	-23.945	0.15187	577.2	577.01
114.43178	-188.63	0.26792	0.017701	-23.975	0.15236	577.7	577.49
114.53178	-188.49	0.26881	0.01776	-23.955	0.15175	578.1	577.97
114.63178	-188.34	0.26838	0.017732	-23.932	0.15518	578.61	578.45
114.73178	-188.5	0.26908	0.017775	-23.958	0.15478	579.03	578.93
114.83178	-188.62	0.26887	0.017761	-23.971	0.15605	579.44	579.4
114.93178	-188.47	0.26906	0.017774	-23.963	0.15295	579.94	579.88
115.03178	-188.53	0.26933	0.017796	-23.964	0.15392	580.45	580.36
115.13178	-188.64	0.26927	0.017791	-23.98	0.15347	580.87	580.84
115.23178	-188.45	0.26971	0.01782	-23.957	0.15404	581.33	581.32
115.33178	-188.56	0.26952	0.017804	-23.967	0.15239	581.8	581.8
115.43178	-188.71	0.26996	0.017836	-23.985	0.15336	582.26	582.28
115.53178	-188.76	0.26996	0.017832	-23.995	0.15269	582.67	582.75
115.63178	-188.31	0.27025	0.017857	-23.949	0.15167	583.19	583.23
115.73178	-188.6	0.27023	0.017854	-23.981	0.15221	583.59	583.71
115.83178	-188.78	0.27051	0.017876	-24	0.15321	584.09	584.19
115.93178	-188.52	0.27036	0.017868	-23.95	0.1537	584.55	584.67
116.03178	-188.88	0.27064	0.017882	-24.003	0.15243	585.01	585.15
116.13178	-188.93	0.27081	0.017893	-24.001	0.15307	585.41	585.63
116.23178	-189.14	0.27068	0.017889	-24.042	0.15365	585.96	586.1
116.33178	-189.13	0.27116	0.017916	-24.056	0.15225	586.32	586.58
116.43178	-189.04	0.27098	0.017908	-24.038	0.15338	586.77	587.06
116.53178	-189.09	0.27125	0.017923	-24.043	0.15272	587.46	587.54
116.63178	-188.61	0.27148	0.017938	-23.984	0.15303	587.9	588.02
116.73178	-188.78	0.27191	0.017965	-24.009	0.15128	588.16	588.5
116.83178	-188.53	0.27174	0.017954	-23.978	0.15178	588.49	588.98
116.93178	-188.74	0.27218	0.017982	-23.995	0.15449	588.98	589.45
117.03178	-188.53	0.27214	0.017983	-23.979	0.15264	589.53	589.93
117.13178	-188.83	0.27249	0.018003	-24.01	0.15275	589.96	590.41
117.23178	-188.73	0.27262	0.018007	-23.999	0.15323	590.43	590.89
117.33178	-188.79	0.27285	0.018026	-24	0.15267	590.87	591.37
117.43178	-188.85	0.27326	0.01805	-24.018	0.15211	591.3	591.85
117.53178	-188.93	0.27323	0.018045	-24.016	0.15139	591.71	592.33
117.63178	-188.65	0.27376	0.018084	-23.987	0.15201	592.28	592.8
117.73178	-188.71	0.27359	0.018072	-23.991	0.15256	592.73	593.28
117.83178	-188.7	0.27419	0.018113	-23.99	0.15123	593.19	593.76
117.93178	-188.94	0.27399	0.0181	-24.027	0.15215	593.68	594.24
118.03178	-188.85	0.27448	0.018137	-24.007	0.15184	594.15	594.72
118.13178	-188.71	0.27439	0.018126	-23.992	0.15309	594.64	595.2
118.23178	-188.87	0.27497	0.018164	-24.008	0.15322	595.06	595.68
118.33178	-188.89	0.27497	0.018165	-24.012	0.15327	595.41	596.15
118.43178	-188.78	0.27525	0.018185	-23.999	0.15141	595.85	596.64
118.53178	-188.98	0.27543	0.018198	-24.025	0.15083	596.53	597.11
118.63178	-188.73	0.2756	0.01821	-23.989	0.15117	597.08	597.59
118.73178	-188.61	0.27574	0.018216	-23.985	0.15415	597.57	598.07
118.83178	-188.57	0.27617	0.018245	-23.985	0.15171	598.04	598.55
118.93178	-188.66	0.27589	0.018227	-24.005	0.15289	598.45	599.03
119.03178	-188.6	0.27628	0.018256	-23.987	0.15453	598.99	599.5
119.13178	-188.48	0.27626	0.018255	-23.987	0.15271	599.43	599.98
119.23178	-188.53	0.27654	0.018272	-23.975	0.15277	599.86	600.46
119.33178	-188.7	0.27636	0.01826	-23.988	0.15212	600.35	600.94
119.43178	-188.78	0.27641	0.01826	-23.991	0.15014	600.68	601.42
119.53178	-188.83	0.27641	0.018265	-23.998	0.1527	601.39	601.9
119.63178	-188.72	0.27697	0.018299	-23.985	0.15126	601.93	602.38
119.73178	-188.97	0.27666	0.018277	-24.023	0.15122	602.46	602.85
119.83178	-188.66	0.27703	0.018305	-23.998	0.15124	602.84	603.33
119.93178	-189.1	0.27687	0.018286	-24.041	0.15136	603.35	603.81
120.03178	-189.23	0.27741	0.018323	-24.062	0.15182	603.75	604.29
120.13178	-189.26	0.27714	0.018307	-24.061	0.15195	604.2	604.77
120.23178	-189.3	0.2773	0.018319	-24.076	0.15092	604.86	605.25
120.33178	-189.48	0.27745	0.018324	-24.1	0.15016	605.4	605.73
120.43178	-189.45	0.27756	0.018336	-24.075	0.15134	605.86	606.2
120.53178	-189.05	0.27769	0.018342	-24.051	0.15251	606.32	606.68
120.63178	-189.29	0.27755	0.018333	-24.059	0.15081	606.85	607.16
120.73178	-189.47	0.278	0.018362	-24.097	0.15128	607.3	607.64
120.83178	-189.28	0.27814	0.01837	-24.075	0.15089	607.8	608.12
120.93178	-189.31	0.27845	0.018394	-24.087	0.15329	608.3	608.6
121.03178	-189.56	0.2787	0.018413	-24.111	0.15445	608.51	609.08
121.13178	-189.84	0.27868	0.01841	-24.134	0.15119	609.18	609.55
121.23178	-189.36	0.27905	0.018437	-24.082	0.15205	609.72	610.03
121.33178	-189.45	0.27899	0.018432	-24.099	0.15319	610.19	610.51
121.43178	-189.53	0.27932	0.018453	-24.116	0.15174	610.72	610.99
121.53178	-189.16	0.27941	0.01846	-24.054	0.15059	611.2	611.47
121.63178	-189.05	0.27941	0.01846	-24.06	0.15003	611.7	611.95
121.73178	-189.28	0.27946	0.018467	-24.078	0.14916	612.03	612.43
121.83178	-189.36	0.2799	0.018488	-24.076	0.15044	612.45	612.9
121.93178	-188.88	0.27999	0.018498	-24.025	0.14948	613.26	613.38
122.03178	-189.07	0.27961	0.018472	-24.063	0.15207	613.86	613.86
122.13178	-189.06	0.28015	0.018506	-24.064	0.15101	614.14	614.34
122.23178	-188.91	0.28019	0.018516	-24.036	0.15172	614.58	614.82
122.33178	-188.99	0.28024	0.018517	-24.055	0.1514	615.09	615.3
122.43178	-188.79	0.28055	0.018537	-24.011	0.15022	615.57	615.78
122.53178	-189.01	0.28036	0.018524	-24.018	0.14962	616.02	616.25
122.63178	-188.85	0.28072	0.018548	-24.02	0.15171	616.56	616.73
122.73178	-189.08	0.28056	0.018541	-24.041	0.15182	617.08	617.21
122.83178	-189.43	0.28097	0.01856	-24.086	0.15071	617.51	617.69
122.93178	-189.24	0.28112	0.018569	-24.063	0.14911	617.95	618.17
123.03178	-189.47	0.28087	0.018555	-24.09	0.14985	618.41	618.65
123.13178	-189.4	0.28131	0.01858	-24.083	0.15163	619.03	619.12
123.23178	-189.66	0.28108	0.018564	-24.114	0.15283	619.47	619.6
123.33178	-189.52	0.28171	0.018604	-24.109	0.1487	619.97	620.08
123.43178	-189.8	0.28129	0.018579	-24.133	0.15033	620.48	620.56
123.53178	-189.72	0.28221	0.018639	-24.133	0.14775	620.88	621.04
123.63178	-189.71	0.28149	0.018594	-24.119	0.15285	621.34	621.52
123.73178	-190.01	0.28244	0.018654	-24.168	0.14967	621.91	622
123.83177	-189.93	0.282	0.018623	-24.152	0.14895	622.43	622.48
123.93177	-189.69	0.2826	0.018661	-24.145	0.15071	622.93	622.95
124.03177	-189.66	0.28281	0.018676	-24.133	0.14934	623.51	623.43
124.13177	-189.8	0.28298	0.018692	-24.151	0.15046	623.86	623.91
124.23177	-190.04	0.28268	0.01867	-24.182	0.14887	624.29	624.39
124.33177	-189.59	0.28276	0.018681	-24.118	0.14734	624.93	624.87
124.43177	-189.73	0.28325	0.018711	-24.142	0.15196	625.45	625.35
124.53177	-189.9	0.28316	0.018704	-24.145	0.15025	625.75	625.83
124.63177	-189.62	0.28352	0.018724	-24.118	0.14859	626.16	626.3
124.73177	-189.52	0.28364	0.018735	-24.104	0.14981	626.51	626.78
124.83177	-189.79	0.28372	0.018743	-24.143	0.14949	626.93	627.26
124.93177	-189.52	0.28364	0.018735	-24.108	0.15063	627.51	627.74
125.03177	-189.45	0.284	0.018757	-24.105	0.15031	628.13	628.22
125.13177	-189.53	0.28387	0.018751	-24.12	0.15112	628.53	628.7
125.23177	-189.52	0.28437	0.018784	-24.129	0.15147	628.93	629.18
125.33177	-189.58	0.28442	0.018791	-24.14	0.1496	629.48	629.65
125.43177	-189.16	0.28435	0.018785	-24.078	0.15036	629.93	630.13
125.53177	-189.4	0.28467	0.018808	-24.101	0.15025	630.38	630.61
125.63177	-189.35	0.2843	0.018785	-24.099	0.1516	630.92	631.09
125.73177	-189.43	0.28476	0.018809	-24.098	0.15318	631.38	631.57
125.83177	-189.35	0.28483	0.018812	-24.082	0.15212	631.89	632.05
125.93177	-189.51	0.28489	0.018817	-24.106	0.15341	632.29	632.53
126.03177	-189.74	0.2851	0.018831	-24.122	0.1529	632.82	633
126.13177	-189.44	0.28467	0.018807	-24.094	0.15328	633.26	633.48
126.23177	-189.86	0.28533	0.018851	-24.16	0.15281	633.76	633.96
126.33177	-189.78	0.2851	0.018836	-24.138	0.15245	634.31	634.44
126.43177	-189.93	0.28554	0.018862	-24.143	0.15456	634.71	634.92
126.53177	-189.99	0.28524	0.018841	-24.185	0.15477	635.13	635.4
126.63177	-190.07	0.28579	0.018871	-24.185	0.15175	635.67	635.88
126.73177	-190.2	0.28585	0.018878	-24.203	0.1535	636.11	636.35
126.83177	-190.03	0.2855	0.018857	-24.19	0.15361	636.6	636.83
126.93177	-190.21	0.28636	0.018913	-24.205	0.1527	637.13	637.31
127.03177	-190.44	0.28582	0.018876	-24.224	0.15419	637.56	637.79
127.13177	-190.05	0.28651	0.018921	-24.176	0.15339	637.96	638.27
127.23177	-190.14	0.28623	0.018902	-24.211	0.15506	638.5	638.75
127.33177	-190.25	0.28692	0.018945	-24.206	0.15676	638.96	639.23
127.43177	-190.25	0.28669	0.018933	-24.222	0.15505	639.45	639.7
127.53177	-189.8	0.28694	0.018947	-24.159	0.15347	639.92	640.18
127.63177	-189.94	0.28763	0.018994	-24.178	0.15439	640.53	640.66
127.73177	-189.78	0.28734	0.018973	-24.154	0.15518	641.06	641.14
127.83177	-189.83	0.2878	0.019009	-24.153	0.15547	641.4	641.62
127.93177	-189.89	0.28732	0.018971	-24.173	0.15296	641.86	642.1
128.03177	-189.91	0.28804	0.019024	-24.163	0.15423	642.25	642.58
128.13177	-189.94	0.2878	0.019005	-24.164	0.15381	642.77	643.05
128.23177	-189.63	0.28825	0.019037	-24.131	0.1549	643.23	643.53
128.33177	-190.22	0.2882	0.019031	-24.201	0.15328	643.71	644.01
128.43177	-190.1	0.28838	0.019047	-24.187	0.15536	644.15	644.49
128.53177	-189.97	0.28868	0.019064	-24.162	0.15416	644.66	644.97
128.63177	-189.96	0.28843	0.019053	-24.183	0.1557	645.11	645.45
128.73177	-190.11	0.28896	0.019086	-24.198	0.15394	645.75	645.92
128.83177	-189.74	0.28886	0.01908	-24.146	0.15495	646.2	646.4
128.93177	-189.43	0.28892	0.019084	-24.128	0.15427	646.58	646.88
129.03177	-189.68	0.28909	0.019095	-24.16	0.1551	647.13	647.36
129.13177	-189.49	0.28896	0.019084	-24.124	0.15505	647.47	647.84
129.23177	-189.66	0.28921	0.019101	-24.123	0.15548	647.93	648.32
129.33177	-189.91	0.28894	0.019083	-24.16	0.15477	648.42	648.8
129.43177	-190.25	0.28969	0.019131	-24.196	0.15382	648.84	649.28
129.53177	-190.06	0.28919	0.019102	-24.174	0.15455	649.38	649.75
129.63177	-190.01	0.28989	0.019146	-24.168	0.15156	649.87	650.23
129.73177	-190.53	0.28962	0.019128	-24.245	0.15479	650.27	650.71
129.83177	-190.23	0.29013	0.019159	-24.211	0.15369	650.81	651.19
129.93177	-190.2	0.28996	0.01915	-24.193	0.1521	651.27	651.67
130.03177	-190.17	0.29018	0.01916	-24.212	0.15234	651.75	652.15
130.13177	-190.38	0.29074	0.019196	-24.224	0.15262	652.37	652.63
130.23177	-190.4	0.29027	0.019164	-24.238	0.15396	652.9	653.1
130.33177	-190.34	0.29083	0.019207	-24.224	0.15553	653.32	653.58
130.43177	-190.58	0.29068	0.019191	-24.262	0.15372	653.83	654.06
130.53177	-190.57	0.29094	0.019213	-24.256	0.15507	654.16	654.54
130.63177	-190.19	0.29126	0.019231	-24.206	0.15322	654.66	655.02
130.73177	-190.02	0.29166	0.019261	-24.199	0.15365	655.14	655.5
130.83177	-190.06	0.29181	0.019269	-24.207	0.15414	655.6	655.97
130.93177	-190.19	0.29191	0.019273	-24.218	0.15218	656.1	656.45
131.03177	-189.79	0.29199	0.019277	-24.166	0.15174	656.57	656.93
131.13177	-189.93	0.29228	0.019293	-24.195	0.15273	657.03	657.41
